<openmm.openmm.HarmonicBondForce; proxy of <Swig Object of type 'OpenMM::HarmonicBondForce *' at 0x2af9aae63a20> >
<openmm.openmm.HarmonicAngleForce; proxy of <Swig Object of type 'OpenMM::HarmonicAngleForce *' at 0x2af9aae63a50> >
<openmm.openmm.NonbondedForce; proxy of <Swig Object of type 'OpenMM::NonbondedForce *' at 0x2af9aae63f90> >
<openmm.openmm.CMMotionRemover; proxy of <Swig Object of type 'OpenMM::CMMotionRemover *' at 0x2af9aae63a20> >
<openmm.openmm.MonteCarloBarostat; proxy of <Swig Object of type 'OpenMM::MonteCarloBarostat *' at 0x2af9aae63a50> >
#"Progress (%)"	"Step"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
17.3%	1730000	-32640.198048108665	303.3701912528825	29.58826107382754	1.0070037113100447
17.4%	1740000	-32716.00273859728	290.88114894941714	29.931223216517257	0.9954651200527118
17.5%	1750000	-31967.777849016886	307.3627159084088	31.011464716048987	0.960789468842314
17.6%	1760000	-32283.446051970997	297.24640926443243	30.390177214526513	0.9804315553090165
17.7%	1770000	-32366.411351997347	304.30170078812347	30.179028910894715	0.9872911683317486
17.8%	1780000	-32239.773202640412	304.61874316031157	30.25939718487427	0.9846689453367135
17.9%	1790000	-32118.68697651144	301.94538555788455	30.506449761468314	0.976694729984233
18.0%	1800000	-32717.69456530892	292.11304648107284	30.39666309733592	0.9802223558929486
18.1%	1810000	-32040.260494475428	303.13988786101754	30.967223630665178	0.962162093312427
18.2%	1820000	-32188.405091570632	303.65948851362947	30.363265469608194	0.9813005370709668
18.3%	1830000	-32918.66671022208	291.2319595630214	30.136809993252196	0.9886742730642772
18.4%	1840000	-32577.40087748383	297.36275205753884	30.11336376210617	0.9894440537409736
18.5%	1850000	-32209.139761791972	288.31898742522935	30.367724855799228	0.9811564367774794
18.6%	1860000	-32112.561588927114	301.4690588095804	30.231462777679784	0.9855787968868378
18.7%	1870000	-32314.941370156652	299.23125275674334	30.20134867957253	0.9865615283832613
18.8%	1880000	-32475.487838664034	301.4632193788622	30.413953759195632	0.9796650888754056
18.9%	1890000	-32335.14001677645	298.9734405521028	30.317588098936262	0.9827789933461193
19.0%	1900000	-32231.13476230664	307.62898785627397	30.451231748996197	0.9784657960030485
19.1%	1910000	-31768.702367189282	300.9474042701146	30.87611760077231	0.9650011409403876
19.2%	1920000	-32792.47938282968	292.4174598783228	30.303364193338695	0.9832402937989483
19.3%	1930000	-32524.665226117184	300.2321841045559	30.247904956085332	0.9850430552401135
19.4%	1940000	-31892.349420519953	300.97042764355854	30.19749826902742	0.9866873224764819
19.5%	1950000	-32143.461062034534	300.04093390749057	30.550282413556843	0.9752933969387125
19.6%	1960000	-32208.47168157826	303.15403593719344	30.737779572592643	0.9693442118090413
