<openmm.openmm.HarmonicBondForce; proxy of <Swig Object of type 'OpenMM::HarmonicBondForce *' at 0x2b163d4c3a80> >
<openmm.openmm.HarmonicAngleForce; proxy of <Swig Object of type 'OpenMM::HarmonicAngleForce *' at 0x2b163d4c3e40> >
<openmm.openmm.NonbondedForce; proxy of <Swig Object of type 'OpenMM::NonbondedForce *' at 0x2b163d4c3ba0> >
<openmm.openmm.CMMotionRemover; proxy of <Swig Object of type 'OpenMM::CMMotionRemover *' at 0x2b163d4c3a80> >
<openmm.openmm.MonteCarloBarostat; proxy of <Swig Object of type 'OpenMM::MonteCarloBarostat *' at 0x2b163d4c3e40> >
#"Progress (%)"	"Step"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"
19.1%	1910000	-31773.33074536355	310.88312795828557	30.297240006415834	0.9834390428384
19.2%	1920000	-31800.03215979779	306.9862507199936	30.318955972047974	0.9827346541887618
19.3%	1930000	-31282.086383334303	304.75211677739566	30.897081864764477	0.964346369115658
19.4%	1940000	-31504.119464825548	312.84545833933356	30.622824534841634	0.9729830335753172
19.5%	1950000	-31329.402207390347	313.06311877970404	30.519476539116972	0.9762778425890049
19.6%	1960000	-31686.379256164597	306.4298588300072	30.28988385098529	0.9836778793585785
19.7%	1970000	-31338.228565949423	309.0743732709605	30.76719137229205	0.9684175702624496
19.8%	1980000	-31377.69624926563	317.28801832525323	30.78816317658592	0.9677579185761245
19.9%	1990000	-31851.03720855614	311.4814104071149	30.383152207499524	0.9806582447097243
20.0%	2000000	-31466.94979187468	308.48970017903736	30.451394916055644	0.9784605531106575
20.1%	2010000	-31863.568278712162	300.8345052558803	30.56422081010939	0.9748486276705518
20.2%	2020000	-31738.19667419506	304.50289683781523	30.787143522756566	0.9677899702040005
20.3%	2030000	-31208.498638884572	305.7586751481956	31.040574830183875	0.959888432336044
20.4%	2040000	-31118.81559585681	314.16842379790575	30.531563343630747	0.9758913547009891
20.5%	2050000	-31492.448288041458	307.75479657616887	31.112775949834255	0.9576608901949679
20.6%	2060000	-31169.442872457614	316.78349570262594	30.330905138866097	0.9823474959332766
20.7%	2070000	-31705.314973608067	319.21818124252354	30.501384264439206	0.9768569339094776
20.8%	2080000	-31819.699196928123	309.3348070787437	30.62770628667068	0.9728279497548269
20.9%	2090000	-31451.16567554156	309.19394652035146	30.260755639382936	0.9846247419472054
21.0%	2100000	-31426.440131114738	310.17459186600246	30.60296526965901	0.9736144340919568
21.1%	2110000	-31019.98690250807	327.6136344595445	30.349759020479798	0.981737241882187
